Phi[deg],Theta[deg],dB(GainTotal)
-180,0,1.66397
-179,0,1.66397
-178,0,1.66397
-177,0,1.66397
-176,0,1.66397
-175,0,1.66397
-174,0,1.66397
-173,0,1.66397
-172,0,1.66397
-171,0,1.66397
-170,0,1.66397
-169,0,1.66397
-168,0,1.66397
-167,0,1.66397
-166,0,1.66397
-165,0,1.66397
-164,0,1.66397
-163,0,1.66397
-162,0,1.66397
-161,0,1.66397
-160,0,1.66397
-159,0,1.66397
-158,0,1.66397
-157,0,1.66397
-156,0,1.66397
-155,0,1.66397
-154,0,1.66397
-153,0,1.66397
-152,0,1.66397
-151,0,1.66397
-150,0,1.66397
-149,0,1.66397
-148,0,1.66397
-147,0,1.66397
-146,0,1.66397
-145,0,1.66397
-144,0,1.66397
-143,0,1.66397
-142,0,1.66397
-141,0,1.66397
-140,0,1.66397
-139,0,1.66397
-138,0,1.66397
-137,0,1.66397
-136,0,1.66397
-135,0,1.66397
-134,0,1.66397
-133,0,1.66397
-132,0,1.66397
-131,0,1.66397
-130,0,1.66397
-129,0,1.66397
-128,0,1.66397
-127,0,1.66397
-126,0,1.66397
-125,0,1.66397
-124,0,1.66397
-123,0,1.66397
-122,0,1.66397
-121,0,1.66397
-120,0,1.66397
-119,0,1.66397
-118,0,1.66397
-117,0,1.66397
-116,0,1.66397
-115,0,1.66397
-114,0,1.66397
-113,0,1.66397
-112,0,1.66397
-111,0,1.66397
-110,0,1.66397
-109,0,1.66397
-108,0,1.66397
-107,0,1.66397
-106,0,1.66397
-105,0,1.66397
-104,0,1.66397
-103,0,1.66397
-102,0,1.66397
-101,0,1.66397
-100,0,1.66397
-99,0,1.66397
-98,0,1.66397
-97,0,1.66397
-96,0,1.66397
-95,0,1.66397
-94,0,1.66397
-93,0,1.66397
-92,0,1.66397
-91,0,1.66397
-90,0,1.66397
-89,0,1.66397
-88,0,1.66397
-87,0,1.66397
-86,0,1.66397
-85,0,1.66397
-84,0,1.66397
-83,0,1.66397
-82,0,1.66397
-81,0,1.66397
-80,0,1.66397
-79,0,1.66397
-78,0,1.66397
-77,0,1.66397
-76,0,1.66397
-75,0,1.66397
-74,0,1.66397
-73,0,1.66397
-72,0,1.66397
-71,0,1.66397
-70,0,1.66397
-69,0,1.66397
-68,0,1.66397
-67,0,1.66397
-66,0,1.66397
-65,0,1.66397
-64,0,1.66397
-63,0,1.66397
-62,0,1.66397
-61,0,1.66397
-60,0,1.66397
-59,0,1.66397
-58,0,1.66397
-57,0,1.66397
-56,0,1.66397
-55,0,1.66397
-54,0,1.66397
-53,0,1.66397
-52,0,1.66397
-51,0,1.66397
-50,0,1.66397
-49,0,1.66397
-48,0,1.66397
-47,0,1.66397
-46,0,1.66397
-45,0,1.66397
-44,0,1.66397
-43,0,1.66397
-42,0,1.66397
-41,0,1.66397
-40,0,1.66397
-39,0,1.66397
-38,0,1.66397
-37,0,1.66397
-36,0,1.66397
-35,0,1.66397
-34,0,1.66397
-33,0,1.66397
-32,0,1.66397
-31,0,1.66397
-30,0,1.66397
-29,0,1.66397
-28,0,1.66397
-27,0,1.66397
-26,0,1.66397
-25,0,1.66397
-24,0,1.66397
-23,0,1.66397
-22,0,1.66397
-21,0,1.66397
-20,0,1.66397
-19,0,1.66397
-18,0,1.66397
-17,0,1.66397
-16,0,1.66397
-15,0,1.66397
-14,0,1.66397
-13,0,1.66397
-12,0,1.66397
-11,0,1.66397
-10,0,1.66397
-9,0,1.66397
-8,0,1.66397
-7,0,1.66397
-6,0,1.66397
-5,0,1.66397
-4,0,1.66397
-3,0,1.66397
-2,0,1.66397
-1,0,1.66397
0,0,1.66397
1,0,1.66397
2,0,1.66397
3,0,1.66397
4,0,1.66397
5,0,1.66397
6,0,1.66397
7,0,1.66397
8,0,1.66397
9,0,1.66397
10,0,1.66397
11,0,1.66397
12,0,1.66397
13,0,1.66397
14,0,1.66397
15,0,1.66397
16,0,1.66397
17,0,1.66397
18,0,1.66397
19,0,1.66397
20,0,1.66397
21,0,1.66397
22,0,1.66397
23,0,1.66397
24,0,1.66397
25,0,1.66397
26,0,1.66397
27,0,1.66397
28,0,1.66397
29,0,1.66397
30,0,1.66397
31,0,1.66397
32,0,1.66397
33,0,1.66397
34,0,1.66397
35,0,1.66397
36,0,1.66397
37,0,1.66397
38,0,1.66397
39,0,1.66397
40,0,1.66397
41,0,1.66397
42,0,1.66397
43,0,1.66397
44,0,1.66397
45,0,1.66397
46,0,1.66397
47,0,1.66397
48,0,1.66397
49,0,1.66397
50,0,1.66397
51,0,1.66397
52,0,1.66397
53,0,1.66397
54,0,1.66397
55,0,1.66397
56,0,1.66397
57,0,1.66397
58,0,1.66397
59,0,1.66397
60,0,1.66397
61,0,1.66397
62,0,1.66397
63,0,1.66397
64,0,1.66397
65,0,1.66397
66,0,1.66397
67,0,1.66397
68,0,1.66397
69,0,1.66397
70,0,1.66397
71,0,1.66397
72,0,1.66397
73,0,1.66397
74,0,1.66397
75,0,1.66397
76,0,1.66397
77,0,1.66397
78,0,1.66397
79,0,1.66397
80,0,1.66397
81,0,1.66397
82,0,1.66397
83,0,1.66397
84,0,1.66397
85,0,1.66397
86,0,1.66397
87,0,1.66397
88,0,1.66397
89,0,1.66397
90,0,1.66397
91,0,1.66397
92,0,1.66397
93,0,1.66397
94,0,1.66397
95,0,1.66397
96,0,1.66397
97,0,1.66397
98,0,1.66397
99,0,1.66397
100,0,1.66397
101,0,1.66397
102,0,1.66397
103,0,1.66397
104,0,1.66397
105,0,1.66397
106,0,1.66397
107,0,1.66397
108,0,1.66397
109,0,1.66397
110,0,1.66397
111,0,1.66397
112,0,1.66397
113,0,1.66397
114,0,1.66397
115,0,1.66397
116,0,1.66397
117,0,1.66397
118,0,1.66397
119,0,1.66397
120,0,1.66397
121,0,1.66397
122,0,1.66397
123,0,1.66397
124,0,1.66397
125,0,1.66397
126,0,1.66397
127,0,1.66397
128,0,1.66397
129,0,1.66397
130,0,1.66397
131,0,1.66397
132,0,1.66397
133,0,1.66397
134,0,1.66397
135,0,1.66397
136,0,1.66397
137,0,1.66397
138,0,1.66397
139,0,1.66397
140,0,1.66397
141,0,1.66397
142,0,1.66397
143,0,1.66397
144,0,1.66397
145,0,1.66397
146,0,1.66397
147,0,1.66397
148,0,1.66397
149,0,1.66397
150,0,1.66397
151,0,1.66397
152,0,1.66397
153,0,1.66397
154,0,1.66397
155,0,1.66397
156,0,1.66397
157,0,1.66397
158,0,1.66397
159,0,1.66397
160,0,1.66397
161,0,1.66397
162,0,1.66397
163,0,1.66397
164,0,1.66397
165,0,1.66397
166,0,1.66397
167,0,1.66397
168,0,1.66397
169,0,1.66397
170,0,1.66397
171,0,1.66397
172,0,1.66397
173,0,1.66397
174,0,1.66397
175,0,1.66397
176,0,1.66397
177,0,1.66397
178,0,1.66397
179,0,1.66397
180,0,1.66397
-180,1,1.66105
-179,1,1.66120
-178,1,1.66134
-177,1,1.66148
-176,1,1.66162
-175,1,1.66178
-174,1,1.66193
-173,1,1.66207
-172,1,1.66222
-171,1,1.66238
-170,1,1.66253
-169,1,1.66268
-168,1,1.66284
-167,1,1.66300
-166,1,1.66316
-165,1,1.66332
-164,1,1.66348
-163,1,1.66364
-162,1,1.66380
-161,1,1.66396
-160,1,1.66412
-159,1,1.66429
-158,1,1.66445
-157,1,1.66461
-156,1,1.66478
-155,1,1.66494
-154,1,1.66511
-153,1,1.66527
-152,1,1.66543
-151,1,1.66560
-150,1,1.66576
-149,1,1.66592
-148,1,1.66608
-147,1,1.66625
-146,1,1.66641
-145,1,1.66657
-144,1,1.66673
-143,1,1.66689
-142,1,1.66704
-141,1,1.66720
-140,1,1.66735
-139,1,1.66751
-138,1,1.66766
-137,1,1.66782
-136,1,1.66796
-135,1,1.66811
-134,1,1.66826
-133,1,1.66840
-132,1,1.66854
-131,1,1.66868
-130,1,1.66883
-129,1,1.66896
-128,1,1.66909
-127,1,1.66922
-126,1,1.66935
-125,1,1.66948
-124,1,1.66961
-123,1,1.66973
-122,1,1.66985
-121,1,1.66996
-120,1,1.67007
-119,1,1.67019
-118,1,1.67029
-117,1,1.67040
-116,1,1.67050
-115,1,1.67060
-114,1,1.67069
-113,1,1.67078
-112,1,1.67087
-111,1,1.67095
-110,1,1.67103
-109,1,1.67111
-108,1,1.67118
-107,1,1.67125
-106,1,1.67132
-105,1,1.67138
-104,1,1.67144
-103,1,1.67149
-102,1,1.67155
-101,1,1.67159
-100,1,1.67163
-99,1,1.67167
-98,1,1.67170
-97,1,1.67173
-96,1,1.67176
-95,1,1.67179
-94,1,1.67180
-93,1,1.67182
-92,1,1.67183
-91,1,1.67183
-90,1,1.67184
-89,1,1.67183
-88,1,1.67183
-87,1,1.67182
-86,1,1.67180
-85,1,1.67178
-84,1,1.67176
-83,1,1.67174
-82,1,1.67171
-81,1,1.67168
-80,1,1.67164
-79,1,1.67159
-78,1,1.67155
-77,1,1.67150
-76,1,1.67144
-75,1,1.67138
-74,1,1.67132
-73,1,1.67126
-72,1,1.67119
-71,1,1.67112
-70,1,1.67104
-69,1,1.67096
-68,1,1.67088
-67,1,1.67079
-66,1,1.67070
-65,1,1.67061
-64,1,1.67052
-63,1,1.67042
-62,1,1.67031
-61,1,1.67021
-60,1,1.67010
-59,1,1.66999
-58,1,1.66987
-57,1,1.66976
-56,1,1.66964
-55,1,1.66952
-54,1,1.66939
-53,1,1.66926
-52,1,1.66913
-51,1,1.66900
-50,1,1.66887
-49,1,1.66874
-48,1,1.66860
-47,1,1.66846
-46,1,1.66831
-45,1,1.66817
-44,1,1.66803
-43,1,1.66788
-42,1,1.66773
-41,1,1.66758
-40,1,1.66743
-39,1,1.66728
-38,1,1.66712
-37,1,1.66697
-36,1,1.66681
-35,1,1.66666
-34,1,1.66650
-33,1,1.66635
-32,1,1.66619
-31,1,1.66603
-30,1,1.66587
-29,1,1.66571
-28,1,1.66555
-27,1,1.66539
-26,1,1.66523
-25,1,1.66507
-24,1,1.66491
-23,1,1.66475
-22,1,1.66459
-21,1,1.66443
-20,1,1.66427
-19,1,1.66412
-18,1,1.66396
-17,1,1.66380
-16,1,1.66364
-15,1,1.66349
-14,1,1.66334
-13,1,1.66318
-12,1,1.66302
-11,1,1.66287
-10,1,1.66273
-9,1,1.66257
-8,1,1.66242
-7,1,1.66228
-6,1,1.66213
-5,1,1.66199
-4,1,1.66185
-3,1,1.66170
-2,1,1.66156
-1,1,1.66142
0,1,1.66128
1,1,1.66115
2,1,1.66101
3,1,1.66088
4,1,1.66075
5,1,1.66063
6,1,1.66050
7,1,1.66037
8,1,1.66025
9,1,1.66013
10,1,1.66001
11,1,1.65990
12,1,1.65978
13,1,1.65967
14,1,1.65956
15,1,1.65945
16,1,1.65934
17,1,1.65923
18,1,1.65913
19,1,1.65903
20,1,1.65893
21,1,1.65883
22,1,1.65874
23,1,1.65864
24,1,1.65855
25,1,1.65846
26,1,1.65837
27,1,1.65829
28,1,1.65820
29,1,1.65813
30,1,1.65804
31,1,1.65797
32,1,1.65789
33,1,1.65782
34,1,1.65775
35,1,1.65768
36,1,1.65761
37,1,1.65755
38,1,1.65748
39,1,1.65742
40,1,1.65736
41,1,1.65730
42,1,1.65725
43,1,1.65719
44,1,1.65714
45,1,1.65708
46,1,1.65704
47,1,1.65698
48,1,1.65693
49,1,1.65689
50,1,1.65685
51,1,1.65681
52,1,1.65677
53,1,1.65673
54,1,1.65668
55,1,1.65665
56,1,1.65661
57,1,1.65658
58,1,1.65654
59,1,1.65651
60,1,1.65648
61,1,1.65645
62,1,1.65643
63,1,1.65640
64,1,1.65637
65,1,1.65634
66,1,1.65632
67,1,1.65630
68,1,1.65627
69,1,1.65626
70,1,1.65624
71,1,1.65621
72,1,1.65619
73,1,1.65618
74,1,1.65617
75,1,1.65615
76,1,1.65613
77,1,1.65612
78,1,1.65610
79,1,1.65609
80,1,1.65608
81,1,1.65607
82,1,1.65606
83,1,1.65605
84,1,1.65604
85,1,1.65603
86,1,1.65603
87,1,1.65602
88,1,1.65602
89,1,1.65601
90,1,1.65600
91,1,1.65600
92,1,1.65600
93,1,1.65600
94,1,1.65599
95,1,1.65599
96,1,1.65599
97,1,1.65600
98,1,1.65600
99,1,1.65600
100,1,1.65600
101,1,1.65601
102,1,1.65602
103,1,1.65602
104,1,1.65603
105,1,1.65604
106,1,1.65604
107,1,1.65606
108,1,1.65606
109,1,1.65608
110,1,1.65609
111,1,1.65610
112,1,1.65612
113,1,1.65613
114,1,1.65615
115,1,1.65617
116,1,1.65619
117,1,1.65621
118,1,1.65623
119,1,1.65625
120,1,1.65627
121,1,1.65630
122,1,1.65633
123,1,1.65636
124,1,1.65638
125,1,1.65642
126,1,1.65645
127,1,1.65648
128,1,1.65652
129,1,1.65656
130,1,1.65659
131,1,1.65664
132,1,1.65668
133,1,1.65673
134,1,1.65677
135,1,1.65682
136,1,1.65686
137,1,1.65692
138,1,1.65697
139,1,1.65702
140,1,1.65708
141,1,1.65714
142,1,1.65720
143,1,1.65726
144,1,1.65732
145,1,1.65739
146,1,1.65746
147,1,1.65753
148,1,1.65760
149,1,1.65768
150,1,1.65775
151,1,1.65783
152,1,1.65792
153,1,1.65800
154,1,1.65808
155,1,1.65817
156,1,1.65826
157,1,1.65835
158,1,1.65845
159,1,1.65855
160,1,1.65864
161,1,1.65874
162,1,1.65884
163,1,1.65895
164,1,1.65906
165,1,1.65917
166,1,1.65928
167,1,1.65939
168,1,1.65951
169,1,1.65963
170,1,1.65975
171,1,1.65987
172,1,1.65999
173,1,1.66012
174,1,1.66024
175,1,1.66038
176,1,1.66051
177,1,1.66064
178,1,1.66078
179,1,1.66092
180,1,1.66105
-180,2,1.65814
-179,2,1.65842
-178,2,1.65871
-177,2,1.65899
-176,2,1.65928
-175,2,1.65958
-174,2,1.65988
-173,2,1.66018
-172,2,1.66048
-171,2,1.66078
-170,2,1.66109
-169,2,1.66140
-168,2,1.66171
-167,2,1.66203
-166,2,1.66235
-165,2,1.66267
-164,2,1.66298
-163,2,1.66330
-162,2,1.66363
-161,2,1.66396
-160,2,1.66428
-159,2,1.66460
-158,2,1.66493
-157,2,1.66526
-156,2,1.66558
-155,2,1.66591
-154,2,1.66624
-153,2,1.66657
-152,2,1.66690
-151,2,1.66723
-150,2,1.66755
-149,2,1.66787
-148,2,1.66820
-147,2,1.66852
-146,2,1.66885
-145,2,1.66917
-144,2,1.66949
-143,2,1.66980
-142,2,1.67012
-141,2,1.67043
-140,2,1.67074
-139,2,1.67105
-138,2,1.67136
-137,2,1.67166
-136,2,1.67196
-135,2,1.67225
-134,2,1.67255
-133,2,1.67284
-132,2,1.67312
-131,2,1.67340
-130,2,1.67368
-129,2,1.67395
-128,2,1.67422
-127,2,1.67448
-126,2,1.67474
-125,2,1.67500
-124,2,1.67525
-123,2,1.67549
-122,2,1.67573
-121,2,1.67596
-120,2,1.67618
-119,2,1.67640
-118,2,1.67662
-117,2,1.67683
-116,2,1.67703
-115,2,1.67722
-114,2,1.67741
-113,2,1.67759
-112,2,1.67777
-111,2,1.67793
-110,2,1.67810
-109,2,1.67825
-108,2,1.67840
-107,2,1.67854
-106,2,1.67867
-105,2,1.67879
-104,2,1.67891
-103,2,1.67901
-102,2,1.67912
-101,2,1.67921
-100,2,1.67930
-99,2,1.67937
-98,2,1.67944
-97,2,1.67950
-96,2,1.67956
-95,2,1.67960
-94,2,1.67964
-93,2,1.67966
-92,2,1.67969
-91,2,1.67970
-90,2,1.67971
-89,2,1.67970
-88,2,1.67969
-87,2,1.67966
-86,2,1.67964
-85,2,1.67960
-84,2,1.67956
-83,2,1.67951
-82,2,1.67945
-81,2,1.67938
-80,2,1.67931
-79,2,1.67922
-78,2,1.67913
-77,2,1.67902
-76,2,1.67892
-75,2,1.67880
-74,2,1.67868
-73,2,1.67855
-72,2,1.67842
-71,2,1.67827
-70,2,1.67812
-69,2,1.67796
-68,2,1.67780
-67,2,1.67762
-66,2,1.67744
-65,2,1.67726
-64,2,1.67707
-63,2,1.67687
-62,2,1.67666
-61,2,1.67645
-60,2,1.67623
-59,2,1.67600
-58,2,1.67578
-57,2,1.67555
-56,2,1.67531
-55,2,1.67507
-54,2,1.67482
-53,2,1.67456
-52,2,1.67430
-51,2,1.67403
-50,2,1.67377
-49,2,1.67350
-48,2,1.67323
-47,2,1.67294
-46,2,1.67266
-45,2,1.67237
-44,2,1.67208
-43,2,1.67179
-42,2,1.67150
-41,2,1.67119
-40,2,1.67089
-39,2,1.67058
-38,2,1.67028
-37,2,1.66997
-36,2,1.66966
-35,2,1.66935
-34,2,1.66904
-33,2,1.66873
-32,2,1.66841
-31,2,1.66809
-30,2,1.66777
-29,2,1.66745
-28,2,1.66713
-27,2,1.66681
-26,2,1.66649
-25,2,1.66617
-24,2,1.66585
-23,2,1.66553
-22,2,1.66521
-21,2,1.66490
-20,2,1.66458
-19,2,1.66426
-18,2,1.66395
-17,2,1.66363
-16,2,1.66332
-15,2,1.66301
-14,2,1.66270
-13,2,1.66239
-12,2,1.66208
-11,2,1.66178
-10,2,1.66148
-9,2,1.66118
-8,2,1.66088
-7,2,1.66058
-6,2,1.66029
-5,2,1.66000
-4,2,1.65972
-3,2,1.65943
-2,2,1.65915
-1,2,1.65888
0,2,1.65860
1,2,1.65833
2,2,1.65806
3,2,1.65780
4,2,1.65754
5,2,1.65728
6,2,1.65703
7,2,1.65678
8,2,1.65653
9,2,1.65629
10,2,1.65605
11,2,1.65582
12,2,1.65559
13,2,1.65536
14,2,1.65514
15,2,1.65492
16,2,1.65470
17,2,1.65450
18,2,1.65429
19,2,1.65409
20,2,1.65389
21,2,1.65369
22,2,1.65350
23,2,1.65332
24,2,1.65313
25,2,1.65295
26,2,1.65278
27,2,1.65261
28,2,1.65244
29,2,1.65228
30,2,1.65212
31,2,1.65197
32,2,1.65182
33,2,1.65168
34,2,1.65153
35,2,1.65139
36,2,1.65125
37,2,1.65112
38,2,1.65100
39,2,1.65088
40,2,1.65075
41,2,1.65063
42,2,1.65052
43,2,1.65041
44,2,1.65030
45,2,1.65020
46,2,1.65010
47,2,1.65000
48,2,1.64990
49,2,1.64981
50,2,1.64973
51,2,1.64965
52,2,1.64956
53,2,1.64948
54,2,1.64940
55,2,1.64933
56,2,1.64925
57,2,1.64919
58,2,1.64912
59,2,1.64905
60,2,1.64899
61,2,1.64893
62,2,1.64888
63,2,1.64882
64,2,1.64877
65,2,1.64872
66,2,1.64867
67,2,1.64863
68,2,1.64858
69,2,1.64854
70,2,1.64850
71,2,1.64846
72,2,1.64842
73,2,1.64839
74,2,1.64836
75,2,1.64833
76,2,1.64829
77,2,1.64826
78,2,1.64824
79,2,1.64821
80,2,1.64819
81,2,1.64817
82,2,1.64815
83,2,1.64813
84,2,1.64811
85,2,1.64810
86,2,1.64808
87,2,1.64807
88,2,1.64806
89,2,1.64805
90,2,1.64804
91,2,1.64804
92,2,1.64803
93,2,1.64803
94,2,1.64802
95,2,1.64802
96,2,1.64802
97,2,1.64803
98,2,1.64803
99,2,1.64804
100,2,1.64804
101,2,1.64805
102,2,1.64806
103,2,1.64807
104,2,1.64808
105,2,1.64810
106,2,1.64812
107,2,1.64814
108,2,1.64816
109,2,1.64819
110,2,1.64821
111,2,1.64824
112,2,1.64826
113,2,1.64830
114,2,1.64833
115,2,1.64837
116,2,1.64840
117,2,1.64845
118,2,1.64849
119,2,1.64853
120,2,1.64858
121,2,1.64864
122,2,1.64869
123,2,1.64874
124,2,1.64880
125,2,1.64887
126,2,1.64893
127,2,1.64900
128,2,1.64907
129,2,1.64914
130,2,1.64922
131,2,1.64931
132,2,1.64939
133,2,1.64948
134,2,1.64957
135,2,1.64966
136,2,1.64976
137,2,1.64986
138,2,1.64997
139,2,1.65008
140,2,1.65019
141,2,1.65031
142,2,1.65043
143,2,1.65055
144,2,1.65068
145,2,1.65081
146,2,1.65095
147,2,1.65109
148,2,1.65124
149,2,1.65139
150,2,1.65154
151,2,1.65170
152,2,1.65186
153,2,1.65203
154,2,1.65220
155,2,1.65237
156,2,1.65255
157,2,1.65274
158,2,1.65293
159,2,1.65312
160,2,1.65332
161,2,1.65352
162,2,1.65372
163,2,1.65394
164,2,1.65415
165,2,1.65437
166,2,1.65459
167,2,1.65482
168,2,1.65505
169,2,1.65529
170,2,1.65552
171,2,1.65577
172,2,1.65602
173,2,1.65627
174,2,1.65652
175,2,1.65678
176,2,1.65705
177,2,1.65732
178,2,1.65759
179,2,1.65786
180,2,1.65814
-180,3,1.64963
-179,3,1.65006
-178,3,1.65049
-177,3,1.65094
-176,3,1.65138
-175,3,1.65185
-174,3,1.65231
-173,3,1.65279
-172,3,1.65327
-171,3,1.65376
-170,3,1.65425
-169,3,1.65475
-168,3,1.65526
-167,3,1.65578
-166,3,1.65630
-165,3,1.65683
-164,3,1.65735
-163,3,1.65789
-162,3,1.65843
-161,3,1.65898
-160,3,1.65953
-159,3,1.66008
-158,3,1.66064
-157,3,1.66120
-156,3,1.66176
-155,3,1.66233
-154,3,1.66290
-153,3,1.66347
-152,3,1.66404
-151,3,1.66461
-150,3,1.66519
-149,3,1.66576
-148,3,1.66633
-147,3,1.66691
-146,3,1.66748
-145,3,1.66805
-144,3,1.66863
-143,3,1.66919
-142,3,1.66975
-141,3,1.67032
-140,3,1.67088
-139,3,1.67144
-138,3,1.67199
-137,3,1.67254
-136,3,1.67308
-135,3,1.67362
-134,3,1.67416
-133,3,1.67468
-132,3,1.67521
-131,3,1.67572
-130,3,1.67624
-129,3,1.67673
-128,3,1.67723
-127,3,1.67771
-126,3,1.67820
-125,3,1.67866
-124,3,1.67913
-123,3,1.67957
-122,3,1.68002
-121,3,1.68044
-120,3,1.68087
-119,3,1.68128
-118,3,1.68168
-117,3,1.68207
-116,3,1.68245
-115,3,1.68281
-114,3,1.68317
-113,3,1.68350
-112,3,1.68383
-111,3,1.68414
-110,3,1.68445
-109,3,1.68473
-108,3,1.68501
-107,3,1.68527
-106,3,1.68552
-105,3,1.68575
-104,3,1.68597
-103,3,1.68616
-102,3,1.68636
-101,3,1.68653
-100,3,1.68670
-99,3,1.68683
-98,3,1.68697
-97,3,1.68707
-96,3,1.68718
-95,3,1.68725
-94,3,1.68732
-93,3,1.68737
-92,3,1.68742
-91,3,1.68743
-90,3,1.68744
-89,3,1.68742
-88,3,1.68740
-87,3,1.68735
-86,3,1.68730
-85,3,1.68722
-84,3,1.68714
-83,3,1.68703
-82,3,1.68692
-81,3,1.68678
-80,3,1.68663
-79,3,1.68646
-78,3,1.68629
-77,3,1.68609
-76,3,1.68589
-75,3,1.68566
-74,3,1.68543
-73,3,1.68517
-72,3,1.68492
-71,3,1.68463
-70,3,1.68435
-69,3,1.68404
-68,3,1.68373
-67,3,1.68339
-66,3,1.68305
-65,3,1.68270
-64,3,1.68234
-63,3,1.68196
-62,3,1.68158
-61,3,1.68117
-60,3,1.68077
-59,3,1.68034
-58,3,1.67992
-57,3,1.67947
-56,3,1.67903
-55,3,1.67857
-54,3,1.67811
-53,3,1.67763
-52,3,1.67715
-51,3,1.67666
-50,3,1.67617
-49,3,1.67566
-48,3,1.67516
-47,3,1.67464
-46,3,1.67412
-45,3,1.67359
-44,3,1.67306
-43,3,1.67253
-42,3,1.67199
-41,3,1.67144
-40,3,1.67090
-39,3,1.67034
-38,3,1.66980
-37,3,1.66924
-36,3,1.66868
-35,3,1.66813
-34,3,1.66758
-33,3,1.66702
-32,3,1.66646
-31,3,1.66589
-30,3,1.66534
-29,3,1.66478
-28,3,1.66422
-27,3,1.66366
-26,3,1.66311
-25,3,1.66256
-24,3,1.66201
-23,3,1.66146
-22,3,1.66092
-21,3,1.66038
-20,3,1.65985
-19,3,1.65932
-18,3,1.65879
-17,3,1.65827
-16,3,1.65775
-15,3,1.65724
-14,3,1.65673
-13,3,1.65623
-12,3,1.65573
-11,3,1.65525
-10,3,1.65476
-9,3,1.65429
-8,3,1.65381
-7,3,1.65335
-6,3,1.65290
-5,3,1.65245
-4,3,1.65201
-3,3,1.65158
-2,3,1.65115
-1,3,1.65074
0,3,1.65033
1,3,1.64993
2,3,1.64954
3,3,1.64916
4,3,1.64878
5,3,1.64842
6,3,1.64806
7,3,1.64772
8,3,1.64737
9,3,1.64704
10,3,1.64671
11,3,1.64641
12,3,1.64610
13,3,1.64581
14,3,1.64552
15,3,1.64525
16,3,1.64497
17,3,1.64472
18,3,1.64447
19,3,1.64423
20,3,1.64399
21,3,1.64377
22,3,1.64355
23,3,1.64334
24,3,1.64314
25,3,1.64295
26,3,1.64276
27,3,1.64259
28,3,1.64242
29,3,1.64227
30,3,1.64211
31,3,1.64197
32,3,1.64182
33,3,1.64170
34,3,1.64158
35,3,1.64146
36,3,1.64135
37,3,1.64125
38,3,1.64114
39,3,1.64106
40,3,1.64097
41,3,1.64089
42,3,1.64081
43,3,1.64074
44,3,1.64068
45,3,1.64062
46,3,1.64057
47,3,1.64051
48,3,1.64046
49,3,1.64043
50,3,1.64039
51,3,1.64036
52,3,1.64032
53,3,1.64030
54,3,1.64027
55,3,1.64025
56,3,1.64023
57,3,1.64022
58,3,1.64020
59,3,1.64019
60,3,1.64017
61,3,1.64017
62,3,1.64017
63,3,1.64016
64,3,1.64016
65,3,1.64015
66,3,1.64014
67,3,1.64014
68,3,1.64014
69,3,1.64014
70,3,1.64014
71,3,1.64014
72,3,1.64014
73,3,1.64014
74,3,1.64014
75,3,1.64014
76,3,1.64014
77,3,1.64014
78,3,1.64013
79,3,1.64013
80,3,1.64013
81,3,1.64012
82,3,1.64012
83,3,1.64011
84,3,1.64010
85,3,1.64009
86,3,1.64009
87,3,1.64007
88,3,1.64006
89,3,1.64005
90,3,1.64004
91,3,1.64002
92,3,1.64000
93,3,1.63998
94,3,1.63997
95,3,1.63994
96,3,1.63992
97,3,1.63990
98,3,1.63988
99,3,1.63986
100,3,1.63983
101,3,1.63980
102,3,1.63978
103,3,1.63975
104,3,1.63972
105,3,1.63970
106,3,1.63967
107,3,1.63965
108,3,1.63963
109,3,1.63960
110,3,1.63958
111,3,1.63955
112,3,1.63952
113,3,1.63950
114,3,1.63948
115,3,1.63946
116,3,1.63944
117,3,1.63942
118,3,1.63941
119,3,1.63939
120,3,1.63938
121,3,1.63937
122,3,1.63936
123,3,1.63936
124,3,1.63936
125,3,1.63936
126,3,1.63936
127,3,1.63938
128,3,1.63939
129,3,1.63941
130,3,1.63942
131,3,1.63945
132,3,1.63949
133,3,1.63952
134,3,1.63956
135,3,1.63961
136,3,1.63965
137,3,1.63972
138,3,1.63977
139,3,1.63985
140,3,1.63992
141,3,1.64000
142,3,1.64009
143,3,1.64019
144,3,1.64028
145,3,1.64040
146,3,1.64051
147,3,1.64064
148,3,1.64077
149,3,1.64091
150,3,1.64106
151,3,1.64122
152,3,1.64138
153,3,1.64155
154,3,1.64173
155,3,1.64192
156,3,1.64211
157,3,1.64233
158,3,1.64254
159,3,1.64277
160,3,1.64300
161,3,1.64325
162,3,1.64350
163,3,1.64376
164,3,1.64403
165,3,1.64432
166,3,1.64460
167,3,1.64490
168,3,1.64520
169,3,1.64553
170,3,1.64585
171,3,1.64619
172,3,1.64654
173,3,1.64690
174,3,1.64725
175,3,1.64763
176,3,1.64802
177,3,1.64841
178,3,1.64880
179,3,1.64922
180,3,1.64963
-180,4,1.64113
-179,4,1.64170
-178,4,1.64228
-177,4,1.64288
-176,4,1.64349
-175,4,1.64412
-174,4,1.64475
-173,4,1.64541
-172,4,1.64606
-171,4,1.64674
-170,4,1.64741
-169,4,1.64811
-168,4,1.64881
-167,4,1.64953
-166,4,1.65025
-165,4,1.65099
-164,4,1.65173
-163,4,1.65248
-162,4,1.65324
-161,4,1.65401
-160,4,1.65478
-159,4,1.65556
-158,4,1.65635
-157,4,1.65714
-156,4,1.65794
-155,4,1.65875
