Phi[deg],Theta[deg],dB(GainTotal)
-169,48,-1.28395
-168,48,-1.25701
-167,48,-1.22589
-166,48,-1.19477
-165,48,-1.15965
-164,48,-1.12453
-163,48,-1.08564
-162,48,-1.04676
-161,48,-1.00437
-160,48,-0.96199
-159,48,-0.91639
-158,48,-0.87080
-157,48,-0.82231
-156,48,-0.77383
-155,48,-0.72281
-154,48,-0.67178
-153,48,-0.61858
-152,48,-0.56537
-151,48,-0.51034
-150,48,-0.45531
-149,48,-0.39884
-148,48,-0.34237
-147,48,-0.28482
-146,48,-0.22727
-145,48,-0.16901
-144,48,-0.11074
-143,48,-0.05211
-142,48,0.00651
-141,48,0.06516
-140,48,0.12381
-139,48,0.18216
-138,48,0.24051
-137,48,0.29826
-136,48,0.35600
-135,48,0.41286
-134,48,0.46971
-133,48,0.52542
-132,48,0.58112
-131,48,0.63542
-130,48,0.68972
-129,48,0.74240
-128,48,0.79508
-127,48,0.84593
-126,48,0.89678
-125,48,0.94562
-124,48,0.99446
-123,48,1.04112
-122,48,1.08778
-121,48,1.13211
-120,48,1.17645
-119,48,1.21832
-118,48,1.26019
-117,48,1.29949
-116,48,1.33878
-115,48,1.37539
-114,48,1.41200
-113,48,1.44583
-112,48,1.47967
-111,48,1.51065
-110,48,1.54164
-109,48,1.56970
-108,48,1.59777
-107,48,1.62285
-106,48,1.64794
-105,48,1.67000
-104,48,1.69205
-103,48,1.71103
-102,48,1.73002
-101,48,1.74590
-100,48,1.76178
-99,48,1.77453
-98,48,1.78728
-97,48,1.79688
-96,48,1.80647
-95,48,1.81290
-94,48,1.81932
-93,48,1.82257
-92,48,1.82582
-91,48,1.82588
-90,48,1.82595
-89,48,1.82283
-88,48,1.81972
-87,48,1.81343
-86,48,1.80713
-85,48,1.79767
-84,48,1.78822
-83,48,1.77561
-82,48,1.76300
-81,48,1.74727
-80,48,1.73154
-79,48,1.71271
-78,48,1.69387
-77,48,1.67198
-76,48,1.65009
-75,48,1.62517
-74,48,1.60025
-73,48,1.57237
-72,48,1.54448
-71,48,1.51368
-70,48,1.48287
-69,48,1.44922
-68,48,1.41557
-67,48,1.37915
-66,48,1.34273
-65,48,1.30363
-64,48,1.26453
-63,48,1.22285
-62,48,1.18117
-61,48,1.13703
-60,48,1.09289
-59,48,1.04641
-58,48,0.99994
-57,48,0.95127
-56,48,0.90261
-55,48,0.85192
-54,48,0.80123
-53,48,0.74870
-52,48,0.69617
-51,48,0.64200
-50,48,0.58783
-49,48,0.53224
-48,48,0.47665
-47,48,0.41988
-46,48,0.36311
-45,48,0.30543
-44,48,0.24774
-43,48,0.18943
-42,48,0.13112
-41,48,0.07248
-40,48,0.01384
-39,48,-0.04479
-38,48,-0.10343
-37,48,-0.16173
-36,48,-0.22002
-35,48,-0.27762
-34,48,-0.33521
-33,48,-0.39174
-32,48,-0.44826
-31,48,-0.50334
-30,48,-0.55842
-29,48,-0.61168
-28,48,-0.66493
-27,48,-0.71598
-26,48,-0.76703
-25,48,-0.81550
-24,48,-0.86398
-23,48,-0.90952
-22,48,-0.95506
-21,48,-0.99734
-20,48,-1.03962
-19,48,-1.07832
-18,48,-1.11703
-17,48,-1.15189
-16,48,-1.18675
-15,48,-1.21753
-14,48,-1.24831
-13,48,-1.27482
-12,48,-1.30132
-11,48,-1.32340
-10,48,-1.34548
-9,48,-1.36305
-8,48,-1.38061
-7,48,-1.39360
-6,48,-1.40660
-5,48,-1.41502
-4,48,-1.42344
-3,48,-1.42733
-2,48,-1.43121
-1,48,-1.43064
0,48,-1.43007
1,48,-1.42517
2,48,-1.42026
3,48,-1.41117
4,48,-1.40208
5,48,-1.38897
6,48,-1.37586
7,48,-1.35894
8,48,-1.34201
9,48,-1.32147
10,48,-1.30094
11,48,-1.27702
12,48,-1.25309
13,48,-1.22601
14,48,-1.19892
15,48,-1.16891
16,48,-1.13889
17,48,-1.10617
18,48,-1.07345
19,48,-1.03826
20,48,-1.00308
21,48,-0.96565
22,48,-0.92823
23,48,-0.88878
24,48,-0.84934
25,48,-0.80810
26,48,-0.76687
27,48,-0.72406
28,48,-0.68125
29,48,-0.63708
30,48,-0.59291
31,48,-0.54760
32,48,-0.50229
33,48,-0.45605
34,48,-0.40982
35,48,-0.36286
36,48,-0.31591
37,48,-0.26845
38,48,-0.22099
39,48,-0.17323
40,48,-0.12548
41,48,-0.07764
42,48,-0.02980
43,48,0.01791
44,48,0.06562
45,48,0.11300
46,48,0.16038
47,48,0.20723
48,48,0.25407
49,48,0.30017
50,48,0.34627
51,48,0.39143
52,48,0.43659
53,48,0.48062
54,48,0.52465
55,48,0.56735
56,48,0.61006
57,48,0.65126
58,48,0.69245
59,48,0.73197
60,48,0.77149
61,48,0.80916
62,48,0.84682
63,48,0.88248
64,48,0.91814
65,48,0.95165
66,48,0.98515
67,48,1.01636
68,48,1.04757
69,48,1.07635
70,48,1.10513
71,48,1.13136
72,48,1.15760
73,48,1.18119
74,48,1.20478
75,48,1.22562
76,48,1.24646
77,48,1.26446
78,48,1.28247
79,48,1.29758
80,48,1.31268
81,48,1.32482
82,48,1.33695
83,48,1.34607
84,48,1.35519
85,48,1.36125
86,48,1.36732
87,48,1.37031
88,48,1.37329
89,48,1.37318
90,48,1.37307
91,48,1.36986
92,48,1.36665
93,48,1.36035
94,48,1.35405
95,48,1.34469
96,48,1.33532
97,48,1.32292
98,48,1.31051
99,48,1.29512
100,48,1.27972
101,48,1.26139
102,48,1.24306
103,48,1.22186
104,48,1.20066
105,48,1.17667
106,48,1.15269
107,48,1.12601
108,48,1.09933
109,48,1.07006
110,48,1.04079
111,48,1.00905
112,48,0.97731
113,48,0.94322
114,48,0.90913
115,48,0.87284
116,48,0.83654
117,48,0.79819
118,48,0.75984
119,48,0.71959
120,48,0.67934
121,48,0.63737
122,48,0.59540
123,48,0.55189
124,48,0.50837
125,48,0.46350
126,48,0.41863
127,48,0.37260
128,48,0.32657
129,48,0.27959
130,48,0.23261
131,48,0.18488
132,48,0.13716
133,48,0.08890
134,48,0.04065
135,48,-0.00791
136,48,-0.05648
137,48,-0.10513
138,48,-0.15378
139,48,-0.20230
140,48,-0.25081
141,48,-0.29896
142,48,-0.34712
143,48,-0.39468
144,48,-0.44225
145,48,-0.48900
146,48,-0.53576
147,48,-0.58147
148,48,-0.62719
149,48,-0.67164
150,48,-0.71609
151,48,-0.75906
152,48,-0.80202
153,48,-0.84328
154,48,-0.88453
155,48,-0.92386
156,48,-0.96318
157,48,-1.00035
158,48,-1.03752
159,48,-1.07231
160,48,-1.10710
161,48,-1.13929
162,48,-1.17149
163,48,-1.20086
164,48,-1.23024
165,48,-1.25657
166,48,-1.28291
167,48,-1.30600
168,48,-1.32909
169,48,-1.34872
170,48,-1.36835
171,48,-1.38433
172,48,-1.40030
173,48,-1.41243
174,48,-1.42455
175,48,-1.43266
176,48,-1.44077
177,48,-1.44470
178,48,-1.44864
179,48,-1.44828
180,48,-1.44792
-180,49,-1.57315
-179,49,-1.56850
-178,49,-1.56384
-177,49,-1.55450
-176,49,-1.54515
-175,49,-1.53108
-174,49,-1.51701
-173,49,-1.49822
-172,49,-1.47944
-171,49,-1.45599
-170,49,-1.43254
-169,49,-1.40454
-168,49,-1.37654
-167,49,-1.34414
-166,49,-1.31174
-165,49,-1.27513
-164,49,-1.23852
-163,49,-1.19795
-162,49,-1.15739
-161,49,-1.11314
-160,49,-1.06890
-159,49,-1.02129
-158,49,-0.97369
-157,49,-0.92307
-156,49,-0.87245
-155,49,-0.81918
-154,49,-0.76591
-153,49,-0.71038
-152,49,-0.65485
-151,49,-0.59744
-150,49,-0.54003
-149,49,-0.48114
-148,49,-0.42225
-147,49,-0.36227
-146,49,-0.30229
-145,49,-0.24160
-144,49,-0.18092
-143,49,-0.11989
-142,49,-0.05887
-141,49,0.00214
-140,49,0.06315
-139,49,0.12380
-138,49,0.18445
-137,49,0.24443
-136,49,0.30441
-135,49,0.36342
-134,49,0.42244
-133,49,0.48021
-132,49,0.53798
-131,49,0.59427
-130,49,0.65055
-129,49,0.70511
-128,49,0.75967
-127,49,0.81231
-126,49,0.86494
-125,49,0.91546
-124,49,0.96598
-123,49,1.01421
-122,49,1.06244
-121,49,1.10825
-120,49,1.15405
-119,49,1.19728
-118,49,1.24051
-117,49,1.28106
-116,49,1.32161
-115,49,1.35938
-114,49,1.39715
-113,49,1.43203
-112,49,1.46691
-111,49,1.49885
-110,49,1.53078
-109,49,1.55969
-108,49,1.58860
-107,49,1.61443
-106,49,1.64026
-105,49,1.66297
-104,49,1.68568
-103,49,1.70522
-102,49,1.72476
-101,49,1.74110
-100,49,1.75744
-99,49,1.77055
-98,49,1.78367
-97,49,1.79354
-96,49,1.80341
-95,49,1.81001
-94,49,1.81662
-93,49,1.81995
-92,49,1.82329
-91,49,1.82335
-90,49,1.82342
-89,49,1.82021
-88,49,1.81700
-87,49,1.81052
-86,49,1.80404
-85,49,1.79431
-84,49,1.78458
-83,49,1.77160
-82,49,1.75862
-81,49,1.74243
-80,49,1.72624
-79,49,1.70685
-78,49,1.68746
-77,49,1.66492
-76,49,1.64237
-75,49,1.61671
-74,49,1.59104
-73,49,1.56231
-72,49,1.53358
-71,49,1.50183
-70,49,1.47008
-69,49,1.43538
-68,49,1.40068
-67,49,1.36312
-66,49,1.32554
-65,49,1.28519
-64,49,1.24484
-63,49,1.20180
-62,49,1.15877
-61,49,1.11316
-60,49,1.06756
-59,49,1.01951
-58,49,0.97146
-57,49,0.92112
-56,49,0.87079
-55,49,0.81832
-54,49,0.76585
-53,49,0.71144
-52,49,0.65703
-51,49,0.60088
-50,49,0.54473
-49,49,0.48706
-48,49,0.42940
-47,49,0.37047
-46,49,0.31154
-45,49,0.25161
-44,49,0.19169
-43,49,0.13106
-42,49,0.07044
-41,49,0.00943
-40,49,-0.05158
-39,49,-0.11263
-38,49,-0.17368
-37,49,-0.23442
-36,49,-0.29516
-35,49,-0.35521
-34,49,-0.41525
-33,49,-0.47422
-32,49,-0.53319
-31,49,-0.59068
-30,49,-0.64817
-29,49,-0.70378
-28,49,-0.75939
-27,49,-0.81271
-26,49,-0.86603
-25,49,-0.91667
-24,49,-0.96731
-23,49,-1.01489
-22,49,-1.06247
-21,49,-1.10663
-20,49,-1.15078
-19,49,-1.19118
-18,49,-1.23158
-17,49,-1.26794
-16,49,-1.30430
-15,49,-1.33636
-14,49,-1.36842
-13,49,-1.39597
-12,49,-1.42353
-11,49,-1.44642
-10,49,-1.46930
-9,49,-1.48743
-8,49,-1.50555
-7,49,-1.51886
-6,49,-1.53217
-5,49,-1.54066
-4,49,-1.54914
-3,49,-1.55286
-2,49,-1.55658
-1,49,-1.55562
0,49,-1.55465
1,49,-1.54914
2,49,-1.54364
3,49,-1.53374
4,49,-1.52385
5,49,-1.50976
6,49,-1.49567
7,49,-1.47759
8,49,-1.45952
9,49,-1.43770
10,49,-1.41587
11,49,-1.39053
12,49,-1.36519
13,49,-1.33658
14,49,-1.30797
15,49,-1.27633
16,49,-1.24469
17,49,-1.21027
18,49,-1.17585
19,49,-1.13889
20,49,-1.10193
21,49,-1.06267
22,49,-1.02342
23,49,-0.98210
24,49,-0.94078
25,49,-0.89764
26,49,-0.85449
27,49,-0.80974
28,49,-0.76498
29,49,-0.71886
30,49,-0.67273
31,49,-0.62544
32,49,-0.57816
33,49,-0.52994
34,49,-0.48172
35,49,-0.43278
36,49,-0.38384
37,49,-0.33441
38,49,-0.28497
39,49,-0.23526
40,49,-0.18554
41,49,-0.13576
42,49,-0.08598
43,49,-0.03635
44,49,0.01327
45,49,0.06254
46,49,0.11180
47,49,0.16049
48,49,0.20917
49,49,0.25708
50,49,0.30498
51,49,0.35188
52,49,0.39879
53,49,0.44451
54,49,0.49023
55,49,0.53456
56,49,0.57889
57,49,0.62164
58,49,0.66440
59,49,0.70540
60,49,0.74640
61,49,0.78547
62,49,0.82455
63,49,0.86153
64,49,0.89851
65,49,0.93325
66,49,0.96799
67,49,1.00034
68,49,1.03269
69,49,1.06252
70,49,1.09235
71,49,1.11955
72,49,1.14674
73,49,1.17117
74,49,1.19562
75,49,1.21721
76,49,1.23880
77,49,1.25746
78,49,1.27611
79,49,1.29176
80,49,1.30741
81,49,1.31998
82,49,1.33256
83,49,1.34201
84,49,1.35146
85,49,1.35775
86,49,1.36404
87,49,1.36714
88,49,1.37024
89,49,1.37014
90,49,1.37004
91,49,1.36672
92,49,1.36341
93,49,1.35690
94,49,1.35039
95,49,1.34070
96,49,1.33102
97,49,1.31818
98,49,1.30535
99,49,1.28942
100,49,1.27348
101,49,1.25451
102,49,1.23554
103,49,1.21359
104,49,1.19164
105,49,1.16680
106,49,1.14196
107,49,1.11433
108,49,1.08670
109,49,1.05638
110,49,1.02605
111,49,0.99315
112,49,0.96026
113,49,0.92492
114,49,0.88959
115,49,0.85195
116,49,0.81432
117,49,0.77454
118,49,0.73476
119,49,0.69300
120,49,0.65125
121,49,0.60769
122,49,0.56413
123,49,0.51895
124,49,0.47377
125,49,0.42717
126,49,0.38057
127,49,0.33275
128,49,0.28493
129,49,0.23611
130,49,0.18728
131,49,0.13766
132,49,0.08804
133,49,0.03785
134,49,-0.01234
135,49,-0.06287
136,49,-0.11340
137,49,-0.16404
138,49,-0.21469
139,49,-0.26522
140,49,-0.31574
141,49,-0.36592
142,49,-0.41609
143,49,-0.46568
144,49,-0.51527
145,49,-0.56405
146,49,-0.61282
147,49,-0.66054
148,49,-0.70826
149,49,-0.75469
150,49,-0.80113
151,49,-0.84605
152,49,-0.89097
153,49,-0.93414
154,49,-0.97731
155,49,-1.01850
156,49,-1.05969
157,49,-1.09866
158,49,-1.13764
159,49,-1.17417
160,49,-1.21070
161,49,-1.24456
162,49,-1.27841
163,49,-1.30936
164,49,-1.34030
165,49,-1.36811
166,49,-1.39591
167,49,-1.42035
168,49,-1.44478
169,49,-1.46563
170,49,-1.48648
171,49,-1.50352
172,49,-1.52056
173,49,-1.53359
174,49,-1.54662
175,49,-1.55546
176,49,-1.56429
177,49,-1.56876
178,49,-1.57322
179,49,-1.57319
180,49,-1.57315
-180,50,-1.69838
-179,50,-1.69383
-178,50,-1.68929
-177,50,-1.67982
-176,50,-1.67035
-175,50,-1.65592
-174,50,-1.64150
-173,50,-1.62212
-172,50,-1.60274
-171,50,-1.57847
-170,50,-1.55419
-169,50,-1.52513
-168,50,-1.49606
-167,50,-1.46238
-166,50,-1.42870
-165,50,-1.39060
-164,50,-1.35250
-163,50,-1.31026
-162,50,-1.26801
-161,50,-1.22191
-160,50,-1.17581
-159,50,-1.12620
-158,50,-1.07658
-157,50,-1.02382
-156,50,-0.97107
-155,50,-0.91556
-154,50,-0.86004
-153,50,-0.80219
-152,50,-0.74433
-151,50,-0.68454
-150,50,-0.62475
-149,50,-0.56344
-148,50,-0.50213
-147,50,-0.43972
-146,50,-0.37731
-145,50,-0.31420
-144,50,-0.25109
-143,50,-0.18767
-142,50,-0.12425
-141,50,-0.06088
-140,50,0.00248
-139,50,0.06543
-138,50,0.12839
-137,50,0.19060
-136,50,0.25282
-135,50,0.31399
-134,50,0.37516
-133,50,0.43500
-132,50,0.49485
-131,50,0.55311
-130,50,0.61137
-129,50,0.66782
-128,50,0.72426
-127,50,0.77868
-126,50,0.83310
-125,50,0.88529
-124,50,0.93749
-123,50,0.98730
-122,50,1.03711
-121,50,1.08438
-120,50,1.13165
-119,50,1.17624
-118,50,1.22084
-117,50,1.26265
-116,50,1.30445
-115,50,1.34337
-114,50,1.38229
-113,50,1.41823
-112,50,1.45416
-111,50,1.48704
-110,50,1.51992
-109,50,1.54967
-108,50,1.57943
-107,50,1.60601
-106,50,1.63259
-105,50,1.65595
-104,50,1.67931
-103,50,1.69941
-102,50,1.71950
-101,50,1.73630
-100,50,1.75309
-99,50,1.76657
-98,50,1.78005
-97,50,1.79019
-96,50,1.80034
-95,50,1.80713
-94,50,1.81391
-93,50,1.81733
-92,50,1.82076
-91,50,1.82082
-90,50,1.82089
-89,50,1.81758
-88,50,1.81428
-87,50,1.80762
-86,50,1.80096
-85,50,1.79095
-84,50,1.78094
-83,50,1.76760
-82,50,1.75425
-81,50,1.73760
-80,50,1.72094
-79,50,1.70100
-78,50,1.68106
-77,50,1.65786
-76,50,1.63466
-75,50,1.60825
-74,50,1.58184
-73,50,1.55226
-72,50,1.52268
-71,50,1.48998
-70,50,1.45729
-69,50,1.42155
-68,50,1.38580
-67,50,1.34708
-66,50,1.30836
-65,50,1.26675
-64,50,1.22515
-63,50,1.18075
-62,50,1.13636
-61,50,1.08929
-60,50,1.04222
-59,50,0.99260
-58,50,0.94299
-57,50,0.89098
-56,50,0.83896
-55,50,0.78472
-54,50,0.73047
-53,50,0.67418
-52,50,0.61789
-51,50,0.55976
-50,50,0.50163
-49,50,0.44189
-48,50,0.38215
-47,50,0.32106
-46,50,0.25997
-45,50,0.19780
-44,50,0.13563
-43,50,0.07270
-42,50,0.00976
-41,50,-0.05362
-40,50,-0.11700
-39,50,-0.18046
-38,50,-0.24393
-37,50,-0.30711
-36,50,-0.37029
-35,50,-0.43280
-34,50,-0.49530
-33,50,-0.55671
-32,50,-0.61812
-31,50,-0.67802
-30,50,-0.73793
-29,50,-0.79589
-28,50,-0.85385
-27,50,-0.90945
-26,50,-0.96504
-25,50,-1.01785
-24,50,-1.07065
-23,50,-1.12027
-22,50,-1.16988
-21,50,-1.21591
-20,50,-1.26194
-19,50,-1.30404
-18,50,-1.34614
-17,50,-1.38400
-16,50,-1.42185
-15,50,-1.45519
-14,50,-1.48853
-13,50,-1.51713
-12,50,-1.54573
-11,50,-1.56943
-10,50,-1.59313
-9,50,-1.61181
-8,50,-1.63050
-7,50,-1.64412
-6,50,-1.65774
-5,50,-1.66629
-4,50,-1.67485
-3,50,-1.67840
-2,50,-1.68195
-1,50,-1.68060
0,50,-1.67924
1,50,-1.67313
2,50,-1.66701
3,50,-1.65631
4,50,-1.64561
5,50,-1.63054
6,50,-1.61547
7,50,-1.59625
8,50,-1.57704
9,50,-1.55393
10,50,-1.53081
11,50,-1.50406
12,50,-1.47730
13,50,-1.44715
14,50,-1.41701
15,50,-1.38375
16,50,-1.35049
17,50,-1.31437
18,50,-1.27824
19,50,-1.23951
20,50,-1.20078
21,50,-1.15970
22,50,-1.11861
23,50,-1.07542
24,50,-1.03223
25,50,-0.98717
26,50,-0.94210
27,50,-0.89541
28,50,-0.84872
29,50,-0.80063
30,50,-0.75254
31,50,-0.70328
32,50,-0.65402
33,50,-0.60382
34,50,-0.55362
35,50,-0.50270
36,50,-0.45178
37,50,-0.40037
38,50,-0.34896
39,50,-0.29728
40,50,-0.24561
41,50,-0.19389
42,50,-0.14216
43,50,-0.09062
44,50,-0.03907
45,50,0.01207
46,50,0.06322
47,50,0.11375
48,50,0.16428
49,50,0.21398
50,50,0.26368
51,50,0.31234
52,50,0.36099
53,50,0.40840
54,50,0.45581
55,50,0.50176
56,50,0.54772
57,50,0.59203
58,50,0.63635
59,50,0.67883
60,50,0.72132
61,50,0.76179
62,50,0.80227
63,50,0.84057
64,50,0.87888
65,50,0.91485
66,50,0.95082
67,50,0.98432
68,50,1.01781
69,50,1.04869
70,50,1.07958
71,50,1.10772
72,50,1.13587
73,50,1.16116
74,50,1.18645
75,50,1.20879
76,50,1.23114
77,50,1.25045
78,50,1.26976
79,50,1.28595
80,50,1.30214
81,50,1.31516
82,50,1.32817
83,50,1.33796
84,50,1.34774
85,50,1.35425
86,50,1.36076
87,50,1.36397
88,50,1.36719
89,50,1.36709
90,50,1.36700
91,50,1.36359
92,50,1.36017
93,50,1.35345
94,50,1.34673
95,50,1.33672
96,50,1.32671
97,50,1.31345
98,50,1.30019
99,50,1.28372
100,50,1.26725
101,50,1.24763
102,50,1.22802
103,50,1.20532
104,50,1.18262
105,50,1.15693
106,50,1.13124
107,50,1.10265
108,50,1.07407
109,50,1.04269
110,50,1.01131
111,50,0.97726
112,50,0.94321
113,50,0.90662
114,50,0.87004
115,50,0.83107
116,50,0.79209
117,50,0.75089
118,50,0.70968
119,50,0.66642
120,50,0.62315
121,50,0.57800
122,50,0.53285
123,50,0.48601
124,50,0.43917
125,50,0.39084
126,50,0.34252
127,50,0.29291
128,50,0.24330
129,50,0.19262
130,50,0.14195
131,50,0.09044
132,50,0.03892
133,50,-0.01320
134,50,-0.06532
135,50,-0.11782
136,50,-0.17032
137,50,-0.22296
138,50,-0.27560
139,50,-0.32814
140,50,-0.38067
141,50,-0.43287
142,50,-0.48507
143,50,-0.53668
144,50,-0.58830
145,50,-0.63909
146,50,-0.68988
147,50,-0.73961
148,50,-0.78933
149,50,-0.83775
150,50,-0.88617
151,50,-0.93304
152,50,-0.97991
153,50,-1.02500
154,50,-1.07008
155,50,-1.11313
156,50,-1.15619
157,50,-1.19698
158,50,-1.23776
159,50,-1.27604
160,50,-1.31431
161,50,-1.34983
162,50,-1.38534
163,50,-1.41785
164,50,-1.45037
165,50,-1.47964
166,50,-1.50891
167,50,-1.53470
168,50,-1.56048
169,50,-1.58255
170,50,-1.60461
171,50,-1.62271
172,50,-1.64082
173,50,-1.65475
174,50,-1.66869
175,50,-1.67825
176,50,-1.68781
177,50,-1.69281
178,50,-1.69781
179,50,-1.69809
180,50,-1.69838
-180,51,-1.82710
-179,51,-1.82269
-178,51,-1.81829
-177,51,-1.80871
-176,51,-1.79914
-175,51,-1.78436
-174,51,-1.76958
-173,51,-1.74958
-172,51,-1.72959
-171,51,-1.70445
-170,51,-1.67931
-169,51,-1.64913
-168,51,-1.61895
-167,51,-1.58392
-166,51,-1.54888
-165,51,-1.50921
-164,51,-1.46953
-163,51,-1.42550
-162,51,-1.38148
-161,51,-1.33341
-160,51,-1.28534
-159,51,-1.23360
-158,51,-1.18187
-157,51,-1.12685
-156,51,-1.07183
-155,51,-1.01396
-154,51,-0.95608
-153,51,-0.89578
-152,51,-0.83548
-151,51,-0.77319
-150,51,-0.71090
-149,51,-0.64707
-148,51,-0.58324
-147,51,-0.51830
-146,51,-0.45336
-145,51,-0.38773
-144,51,-0.32211
-143,51,-0.25621
-142,51,-0.19030
-141,51,-0.12451
-140,51,-0.05872
-139,51,0.00660
-138,51,0.07191
-137,51,0.13641
-136,51,0.20092
-135,51,0.26429
-134,51,0.32766
-133,51,0.38961
-132,51,0.45156
-131,51,0.51182
-130,51,0.57209
-129,51,0.63044
-128,51,0.68878
-127,51,0.74499
-126,51,0.80120
-125,51,0.85508
-124,51,0.90896
-123,51,0.96035
-122,51,1.01173
-121,51,1.06047
-120,51,1.10920
-119,51,1.15515
-118,51,1.20111
-117,51,1.24416
-116,51,1.28722
-115,51,1.32728
-114,51,1.36733
-113,51,1.40431
-112,51,1.44128
-111,51,1.47510
-110,51,1.50891
-109,51,1.53950
-108,51,1.57009
-107,51,1.59741
-106,51,1.62472
-105,51,1.64872
-104,51,1.67272
-103,51,1.69336
-102,51,1.71400
-101,51,1.73124
-100,51,1.74849
-99,51,1.76233
-98,51,1.77616
-97,51,1.78658
-96,51,1.79699
-95,51,1.80395
-94,51,1.81091
-93,51,1.81442
-92,51,1.81793
-91,51,1.81800
-90,51,1.81806
-89,51,1.81466
-88,51,1.81126
-87,51,1.80443
-86,51,1.79758
-85,51,1.78731
-84,51,1.77703
-83,51,1.76332
-82,51,1.74961
-81,51,1.73250
-80,51,1.71540
-79,51,1.69491
-78,51,1.67443
-77,51,1.65058
-76,51,1.62675
-75,51,1.59960
-74,51,1.57245
-73,51,1.54204
-72,51,1.51162
-71,51,1.47800
-70,51,1.44437
-69,51,1.40759
-68,51,1.37081
-67,51,1.33095
-66,51,1.29109
-65,51,1.24825
-64,51,1.20539
-63,51,1.15965
-62,51,1.11390
-61,51,1.06537
-60,51,1.01684
-59,51,0.96566
-58,51,0.91447
-57,51,0.86078
-56,51,0.80709
-55,51,0.75105
-54,51,0.69502
-53,51,0.63683
-52,51,0.57864
-51,51,0.51850
-50,51,0.45837
-49,51,0.39652
-48,51,0.33468
-47,51,0.27138
-46,51,0.20808
-45,51,0.14362
-44,51,0.07917
-43,51,0.01385
-42,51,-0.05146
-41,51,-0.11728
-40,51,-0.18310
-39,51,-0.24906
-38,51,-0.31503
-37,51,-0.38075
-36,51,-0.44647
-35,51,-0.51153
-34,51,-0.57659
-33,51,-0.64055
-32,51,-0.70452
-31,51,-0.76695
-30,51,-0.82938
-29,51,-0.88982
-28,51,-0.95027
-27,51,-1.00826
-26,51,-1.06625
-25,51,-1.12135
-24,51,-1.17645
-23,51,-1.22822
-22,51,-1.27998
-21,51,-1.32801
-20,51,-1.37603
-19,51,-1.41994
-18,51,-1.46385
-17,51,-1.50329
-16,51,-1.54273
-15,51,-1.57743
-14,51,-1.61212
-13,51,-1.64183
-12,51,-1.67153
-11,51,-1.69608
-10,51,-1.72062
-9,51,-1.73989
-8,51,-1.75915
-7,51,-1.77308
-6,51,-1.78701
-5,51,-1.79561
-4,51,-1.80422
-3,51,-1.80756
-2,51,-1.81090
-1,51,-1.80910
0,51,-1.80729
1,51,-1.80050
2,51,-1.79371
3,51,-1.78212
4,51,-1.77053
5,51,-1.75439
6,51,-1.73825
7,51,-1.71779
8,51,-1.69734
9,51,-1.67283
10,51,-1.64833
11,51,-1.62006
12,51,-1.59178
13,51,-1.56001
14,51,-1.52824
15,51,-1.49326
16,51,-1.45828
17,51,-1.42036
18,51,-1.38244
19,51,-1.34184
20,51,-1.30125
21,51,-1.25825
22,51,-1.21525
23,51,-1.17011
24,51,-1.12496
25,51,-1.07791
26,51,-1.03086
27,51,-0.98216
28,51,-0.93346
29,51,-0.88334
30,51,-0.83322
31,51,-0.78193
32,51,-0.73063
33,51,-0.67839
34,51,-0.62615
35,51,-0.57320
36,51,-0.52025
37,51,-0.46682
38,51,-0.41339
39,51,-0.35971
40,51,-0.30602
41,51,-0.25232
42,51,-0.19862
43,51,-0.14512
44,51,-0.09162
45,51,-0.03856
46,51,0.01450
47,51,0.06691
48,51,0.11931
49,51,0.17083
50,51,0.22236
51,51,0.27278
52,51,0.32321
53,51,0.37232
54,51,0.42144
55,51,0.46904
56,51,0.51664
57,51,0.56252
58,51,0.60841
59,51,0.65239
60,51,0.69637
61,51,0.73826
62,51,0.78015
63,51,0.81978
64,51,0.85942
65,51,0.89663
66,51,0.93384
67,51,0.96848
68,51,1.00312
69,51,1.03506
70,51,1.06699
71,51,1.09609
72,51,1.12519
73,51,1.15134
74,51,1.17749
75,51,1.20059
76,51,1.22368
77,51,1.24364
78,51,1.26360
79,51,1.28034
80,51,1.29707
81,51,1.31052
82,51,1.32397
83,51,1.33409
84,51,1.34421
85,51,1.35094
86,51,1.35767
87,51,1.36101
88,51,1.36434
89,51,1.36425
90,51,1.36416
91,51,1.36065
92,51,1.35713
93,51,1.35020
94,51,1.34327
95,51,1.33294
96,51,1.32261
97,51,1.30892
98,51,1.29523
99,51,1.27823
100,51,1.26123
101,51,1.24097
102,51,1.22071
103,51,1.19727
104,51,1.17382
105,51,1.14728
106,51,1.12074
107,51,1.09120
108,51,1.06166
109,51,1.02922
110,51,0.99678
111,51,0.96158
112,51,0.92637
113,51,0.88853
114,51,0.85070
115,51,0.81038
116,51,0.77006
117,51,0.72742
118,51,0.68478
119,51,0.63999
120,51,0.59520
121,51,0.54845
122,51,0.50170
123,51,0.45318
124,51,0.40466
125,51,0.35458
126,51,0.30450
127,51,0.25308
128,51,0.20165
129,51,0.14910
130,51,0.09656
131,51,0.04312
132,51,-0.01032
133,51,-0.06441
134,51,-0.11851
135,51,-0.17301
136,51,-0.22752
137,51,-0.28220
138,51,-0.33687
139,51,-0.39147
140,51,-0.44607
141,51,-0.50034
142,51,-0.55461
143,51,-0.60831
144,51,-0.66200
145,51,-0.71487
146,51,-0.76774
147,51,-0.81954
148,51,-0.87133
149,51,-0.92180
