0.0,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
0.1,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
0.2,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
0.3,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
0.4,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
0.5,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
0.6,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
0.7,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
0.8,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
0.9,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
1.0,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
1.1,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
1.2,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
1.3,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
1.4,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
1.5,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
1.6,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
1.7,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
1.8,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
1.9,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
2.0,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
2.1,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
2.2,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
2.3,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
2.4,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
2.5,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
2.6,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
2.7,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
2.8,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
2.9,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
3.0,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
3.1,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
3.2,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
3.3,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
3.4,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
3.5,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
3.6,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
3.7,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
3.8,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
3.9,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
4.0,-4207652.344,3559992.914,3932836.069,1.000000,0.000000,0.000000,0.000000
